duration,ci.lower,estimate,ci.upper,target
1.328282828282827,0.007396541654706452,0.05207965102402109,0.27526233805688927,wrong.associations
1.520202020202019,0.0070924651276561106,0.05091336690495844,0.2722086276571227,wrong.associations
1.712121212121211,0.0068982728386121454,0.04984714197444311,0.26824726770743224,wrong.associations
1.904040404040403,0.0066629970335439475,0.04868305027725276,0.26533091422750826,wrong.associations
2.095959595959595,0.00641701164806216,0.04771475813820876,0.2624352277243186,wrong.associations
2.287878787878787,0.006234994503129419,0.04662537741354783,0.25939650380087603,wrong.associations
2.4797979797979792,0.006059742651699251,0.045478682480661926,0.25682716367442393,wrong.associations
2.6717171717171713,0.005877654332956718,0.04439609510339338,0.2538961594499673,wrong.associations
2.8636363636363633,0.005676632486734583,0.04343156162668799,0.25035065959988717,wrong.associations
3.0555555555555554,0.005483117659911312,0.04235644063048814,0.24777592101087817,wrong.associations
3.2474747474747474,0.005322824799170378,0.04127159301717295,0.24502816885161816,wrong.associations
3.4393939393939394,0.005136968781887013,0.04040325008849104,0.24260324205691308,wrong.associations
3.6313131313131297,0.004966071509483824,0.03951083481384741,0.23983634313305585,wrong.associations
3.8232323232323218,0.0047706856262484006,0.03864135664141666,0.23829141967580664,wrong.associations
4.015151515151514,0.004595278038390237,0.03774385019672749,0.2357609373931039,wrong.associations
4.207070707070706,0.0043938559657836,0.03693011569031112,0.23415434236488028,wrong.associations
4.398989898989898,0.004199875551209016,0.036066866807850914,0.23147966262392164,wrong.associations
4.59090909090909,0.004031166944406338,0.035231727326270584,0.2291209177662026,wrong.associations
4.782828282828282,0.003900649086426179,0.0343684220096942,0.227306865516156,wrong.associations
4.974747474747474,0.0037572657038031634,0.033553272784639446,0.22593306709371222,wrong.associations
5.166666666666666,0.0036159282474108995,0.03279750817351096,0.22351634354786765,wrong.associations
5.358585858585858,0.003470540003705232,0.032024797807951665,0.2224960309113528,wrong.associations
5.55050505050505,0.003330406047625126,0.031322729424815496,0.22090627797962167,wrong.associations
5.742424242424242,0.003197106108517994,0.03060748450231842,0.21888647888370164,wrong.associations
5.934343434343434,0.003072328627537688,0.029856230091461364,0.2175171152787055,wrong.associations
6.1262626262626245,0.00294596625983199,0.029150486805252552,0.21715398008512202,wrong.associations
6.318181818181817,0.002824726451068437,0.02854912620105423,0.21584707331197497,wrong.associations
6.510101010101009,0.00270106969203479,0.02795068920567591,0.21405526867848884,wrong.associations
6.702020202020201,0.0025739056935903497,0.02738870579407099,0.21290935450635637,wrong.associations
6.893939393939393,0.002466478216720544,0.026817815626701068,0.21158864140667732,wrong.associations
7.085858585858585,0.002366325339377595,0.026202065138227926,0.21075034807810422,wrong.associations
7.277777777777777,0.002260270758186586,0.025497413891832313,0.20981484495597846,wrong.associations
7.469696969696969,0.0021672489316817817,0.02492745655694793,0.2092791742941036,wrong.associations
7.661616161616161,0.0020822739203026877,0.024324712314937103,0.2077547866605681,wrong.associations
7.853535353535353,0.001991116724541643,0.0237442423964231,0.20582809525078335,wrong.associations
8.045454545454545,0.0018960056704897866,0.023174101915305473,0.20685420365820534,wrong.associations
8.237373737373737,0.0018106057924370592,0.022665554468692575,0.2060803918015968,wrong.associations
8.429292929292929,0.0017356700757709272,0.022127841806547657,0.20636395250929257,wrong.associations
8.621212121212121,0.0016516431690763388,0.021647779113201225,0.20496552924985634,wrong.associations
8.813131313131311,0.0015776800821297675,0.021129826801315192,0.20383245572588907,wrong.associations
9.005050505050505,0.001493805442590512,0.02064511620728808,0.20401876257338578,wrong.associations
9.196969696969695,0.001419665395792206,0.020157187949302206,0.20376159442458128,wrong.associations
9.38888888888889,0.0013485614840308459,0.019666295368843185,0.20251211913594339,wrong.associations
9.58080808080808,0.0012922807549721502,0.01922786926155874,0.2012662246943342,wrong.associations
9.77272727272727,0.0012295700733668284,0.01880501193884932,0.20125266335971162,wrong.associations
9.964646464646464,0.0011700161209606925,0.018345423970593328,0.2014876144027569,wrong.associations
10.156565656565654,0.0011150922059311756,0.017899300197944116,0.20096555083054482,wrong.associations
10.348484848484848,0.001063382070889997,0.01751457916201757,0.20070918246520159,wrong.associations
10.540404040404038,0.0010086888485384199,0.017118752377710704,0.20058691153304312,wrong.associations
10.732323232323232,9.588676498737709e-4,0.0167416333513157,0.2015973453945371,wrong.associations
10.924242424242422,9.122660274364247e-4,0.016369883720457466,0.20209497122232536,wrong.associations
11.116161616161616,8.691849535185214e-4,0.016023126655864386,0.20193559197539235,wrong.associations
11.308080808080806,8.295884052154423e-4,0.015633402254388383,0.20078905925300009,wrong.associations
11.5,7.855094386982883e-4,0.015282542701324453,0.20111138334887205,wrong.associations
